#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         730      4.0572     4.19148  0.00672528
         731     4.05662      4.1913  0.00671861
         732     4.05592     4.19111  0.00671198
         733      4.0551     4.19093  0.00670539
         734     4.05415     4.19074  0.00669884
         735     4.05308     4.19055  0.00669234
         736     4.05189     4.19036   0.0066859
         737     4.05056     4.19017  0.00667952
         738      4.0491     4.18998   0.0066732
         739     4.04751     4.18979  0.00666696
         740     4.04579      4.1896  0.00666079
         741     4.04393      4.1894   0.0066547
         742     4.04193      4.1892   0.0066487
         743      4.0398       4.189  0.00664279
         744     4.03753      4.1888  0.00663698
         745     4.03512     4.18859  0.00663128
         746     4.03258     4.18838  0.00662568
         747     4.02989     4.18817  0.00662021
         748     4.02707     4.18795  0.00661486
         749      4.0241     4.18773  0.00660965
         750       4.021     4.18751  0.00660457
         751     4.01776     4.18729  0.00659964
         752     4.01439     4.18706  0.00659487
         753     4.01089     4.18682  0.00659026
         754     4.00726     4.18658  0.00658582
         755      4.0035     4.18634  0.00658156
         756     3.99963     4.18609  0.00657749
         757     3.99563     4.18584  0.00657361
         758     3.99153     4.18559  0.00656993
         759     3.98732     4.18533  0.00656647
         760     3.98302     4.18506  0.00656322
         761     3.97862     4.18479   0.0065602
         762     3.97415     4.18451  0.00655741
         763      3.9696     4.18423  0.00655487
         764       3.965     4.18394  0.00655256
         765     3.96034     4.18365  0.00655051
         766     3.95565     4.18335  0.00654872
         767     3.95094     4.18305  0.00654719
         768     3.94622     4.18274  0.00654592
         769      3.9415     4.18243  0.00654492
         770     3.93681     4.18211  0.00654419
         771     3.93215     4.18178  0.00654373
         772     3.92756     4.18146  0.00654354
         773     3.92304     4.18112   0.0065436
         774     3.91861     4.18078  0.00654393
         775      3.9143     4.18044  0.00654452
         776     3.91012     4.18009  0.00654535
         777     3.90609     4.17974  0.00654642
         778     3.90223     4.17938  0.00654771
         779     3.89855     4.17902  0.00654922
         780     3.89507     4.17866  0.00655094
         781     3.89181     4.17829  0.00655284
         782     3.88876     4.17792  0.00655491
         783     3.88595     4.17755  0.00655713
         784     3.88337     4.17717   0.0065595
         785     3.88102     4.17679  0.00656198
         786     3.87891     4.17641  0.00656457
         787     3.87703     4.17603  0.00656724
         788     3.87537     4.17565  0.00656998
         789     3.87391     4.17527  0.00657277
         790     3.87265     4.17489  0.00657561
         791     3.87156      4.1745  0.00657847
         792     3.87063     4.17412  0.00658134
         793     3.86984     4.17374  0.00658422
         794     3.86915     4.17335  0.00658709
         795     3.86856     4.17297  0.00658995
         796     3.86803     4.17259   0.0065928
         797     3.86755      4.1722  0.00659562
         798     3.86709     4.17182  0.00659843
         799     3.86664     4.17144  0.00660122
         800     3.86617     4.17106  0.00660399
         801     3.86567     4.17068  0.00660674
         802     3.86512     4.17029  0.00660948
         803     3.86452     4.16991  0.00661221
         804     3.86385     4.16953  0.00661493
         805     3.86311     4.16915  0.00661766
         806      3.8623     4.16877  0.00662039
         807     3.86141     4.16839  0.00662313
         808     3.86045     4.16801  0.00662589
         809     3.85942     4.16763  0.00662867
         810     3.85833     4.16725  0.00663148
         811     3.85719     4.16686  0.00663431
         812       3.856     4.16648  0.00663718
         813     3.85477      4.1661  0.00664008
         814     3.85353     4.16571  0.00664301
         815     3.85229     4.16533  0.00664599
         816     3.85105     4.16494  0.00664899
         817     3.84984     4.16456  0.00665203
         818     3.84866     4.16417   0.0066551
         819     3.84755     4.16379  0.00665819
         820      3.8465      4.1634  0.00666131
         821     3.84553     4.16301  0.00666444
         822     3.84465     4.16262  0.00666757
         823     3.84389     4.16224  0.00667071
         824     3.84323     4.16185  0.00667384
         825      3.8427     4.16146  0.00667695
         826     3.84229     4.16108  0.00668004
         827     3.84202     4.16069  0.00668309
         828     3.84187     4.16031  0.00668611
         829     3.84184     4.15992  0.00668907
         830     3.84194     4.15954  0.00669197
         831     3.84216     4.15916  0.00669481
         832     3.84248     4.15878  0.00669757
         833      3.8429      4.1584  0.00670026
         834      3.8434     4.15802  0.00670286
         835     3.84397     4.15764  0.00670538
         836     3.84458     4.15727   0.0067078
         837     3.84524      4.1569  0.00671014
         838     3.84591     4.15652  0.00671239
         839     3.84659     4.15616  0.00671454
         840     3.84724     4.15579  0.00671661
         841     3.84786     4.15542   0.0067186
         842     3.84844     4.15506  0.00672051
         843     3.84894     4.15469  0.00672234
         844     3.84936     4.15433   0.0067241
         845     3.84969     4.15397   0.0067258
         846      3.8499     4.15361  0.00672745
         847        3.85     4.15325  0.00672905
         848     3.84997      4.1529  0.00673061
         849     3.84979     4.15254  0.00673214
         850     3.84948     4.15218  0.00673366
         851     3.84901     4.15183  0.00673516
         852     3.84839     4.15147  0.00673667
         853     3.84762     4.15111  0.00673818
         854      3.8467     4.15076  0.00673971
         855     3.84562      4.1504  0.00674127
         856      3.8444     4.15004  0.00674287
         857     3.84303     4.14968  0.00674451
         858     3.84152     4.14933  0.00674621
         859     3.83988     4.14896  0.00674796
         860     3.83812      4.1486  0.00674979
         861     3.83625     4.14824  0.00675169
         862     3.83427     4.14788  0.00675368
         863      3.8322     4.14751  0.00675575
         864     3.83005     4.14714  0.00675792
         865     3.82782     4.14677  0.00676018
         866     3.82554      4.1464  0.00676254
         867     3.82321     4.14603  0.00676501
         868     3.82083     4.14566  0.00676758
         869     3.81843     4.14528  0.00677026
         870       3.816      4.1449  0.00677305
         871     3.81357     4.14452  0.00677595
         872     3.81113     4.14414  0.00677896
         873     3.80869     4.14375  0.00678207
         874     3.80625     4.14337   0.0067853
         875     3.80383     4.14298  0.00678863
         876     3.80141     4.14259  0.00679207
         877     3.79901      4.1422  0.00679561
         878     3.79663      4.1418  0.00679926
         879     3.79425     4.14141  0.00680301
         880     3.79189     4.14101  0.00680687
         881     3.78954     4.14061  0.00681082
         882     3.78719     4.14021  0.00681488
         883     3.78485     4.13981  0.00681903
         884     3.78251     4.13941  0.00682328
         885     3.78017       4.139  0.00682764
         886     3.77782     4.13859  0.00683209
         887     3.77547     4.13818  0.00683664
         888     3.77311     4.13777  0.00684129
         889     3.77075     4.13736  0.00684604
         890     3.76838     4.13694  0.00685089
         891     3.76602     4.13653  0.00685584
         892     3.76365     4.13611  0.00686089
         893     3.76129     4.13569  0.00686603
         894     3.75895     4.13527  0.00687127
         895     3.75663     4.13485  0.00687661
         896     3.75433     4.13442  0.00688203
         897     3.75208     4.13399  0.00688755
         898     3.74987     4.13357  0.00689315
         899     3.74773     4.13314  0.00689883
         900     3.74566     4.13271  0.00690458
         901     3.74367     4.13228  0.00691041
         902     3.74178     4.13184  0.00691629
         903     3.73999     4.13141  0.00692223
         904     3.73832     4.13097  0.00692822
         905     3.73678     4.13054  0.00693424
         906     3.73538      4.1301  0.00694029
         907     3.73412     4.12967  0.00694636
         908     3.73301     4.12923  0.00695243
         909     3.73205     4.12879   0.0069585
         910     3.73125     4.12835  0.00696455
         911     3.73062     4.12792  0.00697058
         912     3.73015     4.12748  0.00697657
         913     3.72984     4.12705  0.00698251
         914     3.72969     4.12661  0.00698839
         915     3.72969     4.12618   0.0069942
         916     3.72984     4.12575  0.00699994
         917     3.73013     4.12531  0.00700559
         918     3.73056     4.12488  0.00701114
         919     3.73111     4.12446  0.00701659
