#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        7057     1.44151     1.44918   0.0071262
        7058     1.43429     1.44918  0.00712519
        7059     1.42808     1.44917  0.00712418
        7060     1.42219     1.44917  0.00712318
        7061     1.41716     1.44917  0.00712217
        7062     1.41372     1.44916  0.00712116
        7063     1.41022     1.44915  0.00712016
        7064     1.40808     1.44915  0.00711915
        7065     1.40683     1.44914  0.00711815
        7066     1.40572     1.44914  0.00711714
        7067     1.40498     1.44913  0.00711614
        7068     1.40601     1.44912  0.00711513
        7069     1.40782     1.44912  0.00711413
        7070     1.41037     1.44911  0.00711312
        7071     1.41408     1.44911  0.00711212
        7072     1.41818      1.4491  0.00711111
        7073      1.4224      1.4491  0.00711011
        7074      1.4262      1.4491  0.00710911
        7075      1.4312     1.44909   0.0071081
        7076     1.43689     1.44909   0.0071071
        7077     1.44344     1.44909  0.00710609
        7078      1.4501     1.44909  0.00710509
        7079     1.45776     1.44909  0.00710409
        7080     1.46447      1.4491  0.00710308
        7081     1.47187      1.4491  0.00710208
        7082     1.47968      1.4491  0.00710108
        7083     1.48688     1.44911  0.00710008
        7084     1.49442     1.44911  0.00709908
        7085     1.50201     1.44912  0.00709808
        7086     1.50963     1.44913  0.00709708
        7087     1.51771     1.44914  0.00709609
        7088     1.52432     1.44915   0.0070951
        7089     1.53158     1.44916   0.0070941
        7090     1.53922     1.44917  0.00709312
        7091     1.54674     1.44919  0.00709213
        7092     1.55386      1.4492  0.00709114
        7093     1.56151     1.44922  0.00709016
        7094     1.56772     1.44924  0.00708918
        7095     1.57416     1.44925   0.0070882
        7096     1.58055     1.44927  0.00708723
        7097      1.5866     1.44929  0.00708626
        7098     1.59324     1.44931  0.00708529
        7099     1.59898     1.44933  0.00708432
        7100      1.6033     1.44935  0.00708336
        7101     1.60761     1.44938  0.00708239
        7102     1.61163      1.4494  0.00708143
        7103     1.61412     1.44942  0.00708048
        7104      1.6177     1.44945  0.00707952
        7105     1.62019     1.44947  0.00707856
        7106     1.62182     1.44949  0.00707761
        7107     1.62331     1.44952  0.00707665
        7108     1.62346     1.44954   0.0070757
        7109     1.62278     1.44957  0.00707475
        7110     1.62275     1.44959  0.00707379
        7111     1.62172     1.44962  0.00707284
        7112     1.61975     1.44964  0.00707189
        7113     1.61835     1.44966  0.00707093
        7114     1.61566     1.44969  0.00706998
        7115     1.61273     1.44971  0.00706902
        7116     1.61014     1.44973  0.00706806
        7117     1.60701     1.44976   0.0070671
        7118      1.6044     1.44978  0.00706615
        7119     1.60095      1.4498  0.00706518
        7120     1.59796     1.44982  0.00706422
        7121     1.59576     1.44984  0.00706326
        7122     1.59346     1.44986   0.0070623
        7123     1.59233     1.44988  0.00706133
        7124     1.59148      1.4499  0.00706037
        7125     1.59143     1.44992  0.00705941
        7126     1.59224     1.44994  0.00705845
        7127     1.59343     1.44996  0.00705748
        7128     1.59527     1.44998  0.00705652
        7129     1.59728        1.45  0.00705556
        7130     1.60041     1.45002  0.00705461
        7131      1.6039     1.45004  0.00705365
        7132     1.60725     1.45007   0.0070527
        7133     1.61089     1.45009  0.00705174
        7134     1.61644     1.45011  0.00705079
        7135     1.62118     1.45014  0.00704985
        7136     1.62673     1.45016   0.0070489
        7137     1.63203     1.45019  0.00704796
        7138     1.63845     1.45021  0.00704702
        7139       1.643     1.45024  0.00704609
        7140     1.64945     1.45027  0.00704515
        7141     1.65554      1.4503  0.00704423
        7142     1.66071     1.45032   0.0070433
        7143     1.66584     1.45035  0.00704238
        7144     1.67137     1.45039  0.00704146
        7145      1.6765     1.45042  0.00704055
        7146     1.68026     1.45045  0.00703964
        7147     1.68429     1.45048  0.00703873
        7148     1.68763     1.45052  0.00703782
        7149     1.69054     1.45055  0.00703692
        7150      1.6933     1.45058  0.00703601
        7151     1.69596     1.45062  0.00703511
        7152     1.69833     1.45065  0.00703422
        7153     1.70003     1.45069  0.00703332
        7154     1.70163     1.45072  0.00703242
        7155     1.70396     1.45076  0.00703153
        7156      1.7052     1.45079  0.00703064
        7157      1.7074     1.45083  0.00702975
        7158     1.70997     1.45087  0.00702886
        7159     1.71325      1.4509  0.00702797
        7160     1.71736     1.45094  0.00702709
        7161     1.72193     1.45098  0.00702621
        7162     1.72729     1.45102  0.00702533
        7163     1.73234     1.45105  0.00702446
        7164     1.73906     1.45109   0.0070236
        7165     1.74751     1.45114  0.00702274
        7166     1.75652     1.45118  0.00702189
        7167     1.76685     1.45122  0.00702105
        7168     1.77752     1.45127  0.00702021
        7169     1.78924     1.45132  0.00701939
        7170     1.80126     1.45136  0.00701858
        7171     1.81448     1.45141  0.00701779
        7172     1.82859     1.45147  0.00701701
        7173     1.84325     1.45152  0.00701624
        7174     1.85956     1.45158  0.00701549
        7175      1.8762     1.45164  0.00701476
        7176     1.89326      1.4517  0.00701406
        7177     1.91133     1.45176  0.00701337
        7178     1.92903     1.45183  0.00701271
        7179     1.94693      1.4519  0.00701207
        7180     1.96389     1.45197  0.00701146
        7181     1.98094     1.45204  0.00701087
        7182     1.99742     1.45212   0.0070103
        7183     2.01268      1.4522  0.00700976
        7184     2.02871     1.45228  0.00700925
        7185     2.04176     1.45236  0.00700875
        7186     2.05505     1.45244  0.00700828
        7187     2.06603     1.45253  0.00700782
        7188      2.0758     1.45262  0.00700738
        7189     2.08427      1.4527  0.00700696
        7190     2.09087     1.45279  0.00700655
        7191     2.09627     1.45288  0.00700614
        7192       2.099     1.45297  0.00700575
        7193     2.10001     1.45306  0.00700535
        7194     2.09954     1.45315  0.00700495
        7195     2.09741     1.45324  0.00700455
        7196      2.0934     1.45333  0.00700414
        7197     2.08856     1.45342  0.00700372
        7198     2.08176     1.45351   0.0070033
        7199     2.07456     1.45359  0.00700285
        7200     2.06514     1.45368   0.0070024
        7201     2.05508     1.45376  0.00700192
        7202     2.04401     1.45384  0.00700143
        7203      2.0316     1.45392  0.00700092
        7204     2.01894       1.454  0.00700038
        7205     2.00498     1.45408  0.00699983
        7206      1.9913     1.45415  0.00699926
        7207     1.97708     1.45423  0.00699866
        7208      1.9627      1.4543  0.00699805
        7209     1.94877     1.45436  0.00699741
        7210     1.93493     1.45443  0.00699676
        7211     1.92108      1.4545  0.00699609
        7212     1.90707     1.45456   0.0069954
        7213     1.89423     1.45462  0.00699469
        7214     1.88145     1.45468  0.00699397
        7215     1.86931     1.45474  0.00699324
        7216     1.85813     1.45479   0.0069925
        7217      1.8475     1.45485  0.00699174
        7218     1.83823      1.4549  0.00699097
        7219     1.82892     1.45495   0.0069902
        7220     1.82107       1.455  0.00698941
        7221      1.8152     1.45505  0.00698862
        7222     1.80992      1.4551  0.00698783
        7223     1.80452     1.45515  0.00698703
        7224     1.80095      1.4552  0.00698622
        7225     1.79874     1.45524  0.00698542
        7226     1.79694     1.45529  0.00698461
        7227     1.79627     1.45534   0.0069838
        7228     1.79719     1.45539    0.006983
        7229     1.79898     1.45543  0.00698219
        7230     1.80208     1.45548  0.00698139
        7231     1.80624     1.45553   0.0069806
        7232      1.8119     1.45558   0.0069798
        7233     1.81854     1.45563  0.00697902
        7234     1.82492     1.45568  0.00697824
        7235     1.83291     1.45573  0.00697747
        7236     1.84197     1.45579  0.00697671
        7237     1.85084     1.45584  0.00697596
        7238     1.86043      1.4559  0.00697522
        7239     1.87114     1.45595  0.00697449
        7240     1.88217     1.45601  0.00697378
        7241     1.89418     1.45607  0.00697308
        7242     1.90682     1.45614  0.00697239
        7243     1.91928      1.4562  0.00697172
        7244     1.93242     1.45627  0.00697107
        7245     1.94542     1.45633  0.00697044
        7246     1.95888      1.4564  0.00696982
        7247     1.97148     1.45647  0.00696922
        7248     1.98405     1.45655  0.00696864
        7249     1.99645     1.45662  0.00696808
        7250     2.00733      1.4567  0.00696753
        7251     2.01896     1.45677    0.006967
        7252     2.02903     1.45685  0.00696648
        7253     2.03785     1.45693  0.00696598
        7254     2.04551     1.45701   0.0069655
        7255     2.05187      1.4571  0.00696502
        7256     2.05654     1.45718  0.00696455
        7257      2.0596     1.45726  0.00696408
        7258     2.06118     1.45735  0.00696362
        7259     2.06067     1.45743  0.00696316
        7260     2.05843     1.45751  0.00696269
        7261     2.05414     1.45759  0.00696222
        7262     2.04843     1.45767  0.00696173
        7263     2.04051     1.45776  0.00696124
        7264     2.02916     1.45783  0.00696072
        7265     2.01626     1.45791  0.00696019
        7266     2.00062     1.45799  0.00695963
        7267     1.98323     1.45806  0.00695905
        7268     1.96436     1.45813  0.00695844
        7269     1.94263     1.45819   0.0069578
        7270      1.9186     1.45826  0.00695714
        7271     1.89285     1.45832  0.00695644
        7272     1.86525     1.45837   0.0069557
        7273     1.83616     1.45842  0.00695494
        7274     1.80524     1.45847  0.00695415
        7275     1.77312     1.45852  0.00695333
        7276     1.73997     1.45855  0.00695248
        7277     1.70449     1.45859  0.00695161
        7278     1.66831     1.45862  0.00695071
        7279     1.63208     1.45864   0.0069498
        7280     1.59502     1.45866  0.00694887
        7281     1.55778     1.45867  0.00694793
        7282     1.52079     1.45868  0.00694698
        7283     1.48326     1.45869  0.00694602
        7284     1.44487     1.45868  0.00694507
        7285     1.40773     1.45868  0.00694412
        7286     1.37031     1.45866  0.00694318
        7287     1.33348     1.45865  0.00694225
        7288     1.29715     1.45862  0.00694133
        7289      1.2629      1.4586  0.00694043
        7290     1.22918     1.45857  0.00693955
        7291     1.19706     1.45853  0.00693869
        7292     1.16569     1.45849  0.00693785
        7293     1.13588     1.45845  0.00693704
        7294     1.10746      1.4584  0.00693626
        7295     1.07978     1.45835   0.0069355
        7296     1.05412     1.45829  0.00693477
        7297     1.03051     1.45823  0.00693407
        7298     1.00803     1.45817   0.0069334
        7299    0.986958     1.45811  0.00693275
        7300    0.968258     1.45804  0.00693212
        7301    0.950978     1.45797  0.00693152
        7302    0.934875      1.4579  0.00693094
        7303    0.920906     1.45782  0.00693038
        7304    0.909295     1.45775  0.00692984
        7305    0.898813     1.45767  0.00692931
        7306     0.88871     1.45759   0.0069288
        7307    0.881122     1.45752   0.0069283
        7308    0.874571     1.45744  0.00692781
        7309    0.869978     1.45736  0.00692733
        7310    0.867056     1.45727  0.00692686
        7311    0.865517     1.45719  0.00692638
        7312    0.865318     1.45711  0.00692591
        7313    0.865926     1.45703  0.00692543
        7314    0.868012     1.45695  0.00692495
        7315    0.871764     1.45687  0.00692447
        7316    0.875688     1.45679  0.00692398
        7317    0.881416     1.45671  0.00692348
        7318    0.887448     1.45664  0.00692297
        7319    0.894691     1.45656  0.00692245
        7320    0.902854     1.45648  0.00692192
        7321    0.912368     1.45641  0.00692137
        7322    0.921971     1.45634  0.00692081
        7323    0.933059     1.45626  0.00692023
        7324    0.943648     1.45619  0.00691964
        7325    0.955131     1.45613  0.00691904
        7326    0.967458     1.45606  0.00691841
        7327    0.980331     1.45599  0.00691777
        7328     0.99394     1.45593  0.00691712
        7329     1.00823     1.45587  0.00691644
        7330     1.02267     1.45581  0.00691575
        7331     1.03744     1.45575  0.00691504
        7332     1.05177      1.4557  0.00691432
        7333     1.06703     1.45565  0.00691358
        7334     1.08198      1.4556  0.00691283
        7335     1.09823     1.45555  0.00691205
        7336     1.11308      1.4555  0.00691127
        7337     1.12864     1.45546  0.00691047
        7338     1.14364     1.45541  0.00690966
        7339     1.15922     1.45537  0.00690884
        7340     1.17413     1.45533    0.006908
        7341     1.18829      1.4553  0.00690716
        7342     1.20381     1.45526   0.0069063
        7343     1.21751     1.45523  0.00690544
        7344     1.23101      1.4552  0.00690456
        7345     1.24353     1.45517  0.00690368
        7346     1.25599     1.45514   0.0069028
        7347     1.26785     1.45512   0.0069019
        7348     1.27955      1.4551  0.00690101
        7349     1.29033     1.45507   0.0069001
        7350     1.30015     1.45505   0.0068992
        7351     1.30946     1.45503  0.00689829
        7352     1.31729     1.45501  0.00689737
        7353     1.32459       1.455  0.00689646
        7354     1.33183     1.45498  0.00689554
        7355     1.33734     1.45496  0.00689462
        7356     1.34281     1.45495   0.0068937
        7357     1.34849     1.45493  0.00689278
        7358     1.35251     1.45492  0.00689186
        7359     1.35538     1.45491  0.00689093
        7360     1.35763     1.45489  0.00689001
        7361     1.36051     1.45488  0.00688909
        7362     1.36167     1.45487  0.00688816
        7363     1.36334     1.45485  0.00688724
        7364     1.36439     1.45484  0.00688631
        7365     1.36488     1.45483  0.00688539
        7366     1.36561     1.45482  0.00688447
        7367     1.36568     1.45481  0.00688354
        7368     1.36588     1.45479  0.00688262
        7369     1.36581     1.45478  0.00688169
        7370     1.36578     1.45477  0.00688077
        7371      1.3656     1.45476  0.00687985
        7372     1.36606     1.45475  0.00687893
        7373     1.36552     1.45473    0.006878
        7374     1.36692     1.45472  0.00687708
        7375     1.36718     1.45471  0.00687616
        7376     1.36827      1.4547  0.00687524
        7377     1.37045     1.45469  0.00687431
        7378     1.37206     1.45468  0.00687339
        7379     1.37432     1.45466  0.00687247
        7380     1.37748     1.45465  0.00687155
        7381     1.38153     1.45464  0.00687062
        7382     1.38527     1.45463   0.0068697
        7383     1.38938     1.45463  0.00686877
        7384      1.3948     1.45462  0.00686785
        7385     1.39956     1.45461  0.00686692
        7386     1.40506      1.4546  0.00686599
        7387     1.41002      1.4546  0.00686507
        7388      1.4151     1.45459  0.00686414
        7389     1.42023     1.45459  0.00686321
        7390     1.42676     1.45458  0.00686229
        7391     1.43195     1.45458  0.00686136
        7392     1.43644     1.45458  0.00686043
        7393     1.44133     1.45458   0.0068595
        7394     1.44555     1.45458  0.00685857
        7395     1.45021     1.45457  0.00685765
        7396     1.45256     1.45457  0.00685672
        7397      1.4547     1.45457  0.00685579
        7398     1.45726     1.45457  0.00685487
        7399     1.45776     1.45458  0.00685394
        7400     1.45831     1.45458  0.00685301
        7401     1.45671     1.45458  0.00685209
        7402     1.45508     1.45458  0.00685116
        7403     1.45197     1.45458  0.00685024
        7404     1.44786     1.45457  0.00684931
        7405     1.44253     1.45457  0.00684839
        7406     1.43698     1.45457  0.00684746
        7407     1.43028     1.45457  0.00684654
        7408      1.4225     1.45456  0.00684562
        7409     1.41371     1.45456  0.00684469
        7410     1.40446     1.45455  0.00684377
        7411     1.39412     1.45454  0.00684286
        7412     1.38328     1.45453  0.00684194
        7413     1.37202     1.45452  0.00684102
        7414      1.3607     1.45451  0.00684011
        7415     1.34965      1.4545  0.00683921
        7416     1.33826     1.45448   0.0068383
        7417     1.32662     1.45446   0.0068374
        7418     1.31508     1.45444  0.00683651
        7419     1.30399     1.45442  0.00683561
        7420     1.29294      1.4544  0.00683473
        7421     1.28275     1.45438  0.00683385
        7422     1.27255     1.45435  0.00683297
        7423     1.26313     1.45433   0.0068321
        7424     1.25432      1.4543  0.00683123
        7425     1.24619     1.45427  0.00683037
        7426      1.2388     1.45424  0.00682951
        7427     1.23195     1.45421  0.00682866
        7428     1.22618     1.45418   0.0068278
        7429     1.22128     1.45415  0.00682696
        7430      1.2175     1.45412  0.00682611
        7431     1.21463     1.45409  0.00682527
        7432     1.21267     1.45406  0.00682443
        7433     1.21184     1.45402  0.00682359
        7434     1.21143     1.45399  0.00682275
        7435     1.21212     1.45396  0.00682191
        7436      1.2134     1.45393  0.00682107
        7437     1.21546     1.45389  0.00682023
        7438     1.21825     1.45386  0.00681938
        7439      1.2217     1.45383  0.00681854
        7440     1.22598      1.4538  0.00681769
        7441     1.23126     1.45377  0.00681684
        7442     1.23579     1.45374  0.00681599
        7443     1.24045     1.45371  0.00681513
        7444     1.24515     1.45368  0.00681427
        7445     1.25103     1.45366  0.00681341
        7446     1.25754     1.45363  0.00681255
        7447     1.26317      1.4536  0.00681168
        7448      1.2693     1.45358  0.00681081
        7449      1.2747     1.45356  0.00680994
        7450     1.28052     1.45353  0.00680907
        7451     1.28699     1.45351  0.00680819
        7452     1.29266     1.45349  0.00680731
        7453       1.298     1.45347  0.00680643
        7454     1.30327     1.45345  0.00680554
        7455      1.3085     1.45343  0.00680466
        7456     1.31371     1.45341  0.00680377
        7457     1.31943     1.45339  0.00680288
        7458     1.32522     1.45337  0.00680199
        7459     1.33136     1.45336   0.0068011
        7460     1.33717     1.45334  0.00680021
        7461     1.34368     1.45333  0.00679931
        7462     1.35043     1.45331  0.00679841
        7463     1.35721      1.4533  0.00679752
        7464     1.36504     1.45329  0.00679662
        7465      1.3732     1.45328  0.00679571
        7466     1.38098     1.45327  0.00679481
        7467     1.38913     1.45326  0.00679391
        7468     1.39835     1.45325    0.006793
        7469      1.4072     1.45325  0.00679209
        7470     1.41613     1.45324  0.00679119
        7471     1.42513     1.45324  0.00679028
        7472     1.43511     1.45324  0.00678937
        7473     1.44509     1.45323  0.00678846
        7474     1.45479     1.45323  0.00678755
        7475     1.46414     1.45324  0.00678664
        7476     1.47432     1.45324  0.00678574
        7477     1.48503     1.45324  0.00678483
        7478      1.4955     1.45325  0.00678393
        7479     1.50592     1.45326  0.00678302
        7480     1.51576     1.45326  0.00678212
        7481     1.52642     1.45327  0.00678122
        7482     1.53736     1.45329  0.00678032
        7483     1.54734      1.4533  0.00677943
        7484     1.55679     1.45331  0.00677854
        7485     1.56542     1.45333  0.00677765
        7486      1.5744     1.45334  0.00677676
        7487     1.58247     1.45336  0.00677588
        7488     1.59007     1.45338    0.006775
        7489     1.59742      1.4534  0.00677412
        7490     1.60422     1.45342  0.00677325
        7491     1.60924     1.45344  0.00677238
        7492     1.61436     1.45346  0.00677151
        7493     1.61908     1.45348  0.00677064
        7494     1.62337      1.4535  0.00676977
        7495     1.62672     1.45353  0.00676891
        7496     1.62934     1.45355  0.00676805
        7497      1.6317     1.45358  0.00676719
        7498     1.63257      1.4536  0.00676632
        7499     1.63292     1.45362  0.00676546
        7500     1.63322     1.45365  0.00676461
        7501     1.63228     1.45367  0.00676375
        7502     1.63107     1.45369  0.00676288
        7503     1.62864     1.45372  0.00676202
        7504     1.62527     1.45374  0.00676116
        7505     1.62075     1.45376   0.0067603
        7506     1.61681     1.45378  0.00675943
        7507     1.61229     1.45381  0.00675856
        7508     1.60583     1.45383  0.00675769
        7509     1.59989     1.45385  0.00675682
        7510     1.59285     1.45386  0.00675595
        7511     1.58625     1.45388  0.00675507
        7512     1.57921      1.4539  0.00675419
        7513     1.57277     1.45391  0.00675331
        7514     1.56509     1.45393  0.00675243
        7515     1.55941     1.45394  0.00675155
        7516     1.55244     1.45396  0.00675066
        7517     1.54548     1.45397  0.00674977
        7518     1.53959     1.45398  0.00674888
        7519     1.53387     1.45399    0.006748
        7520     1.52915       1.454  0.00674711
        7521     1.52453     1.45401  0.00674621
        7522     1.52009     1.45402  0.00674532
        7523     1.51757     1.45403  0.00674443
        7524     1.51583     1.45403  0.00674354
        7525     1.51418     1.45404  0.00674265
        7526     1.51339     1.45405  0.00674176
        7527      1.5142     1.45406  0.00674087
        7528     1.51616     1.45407  0.00673998
        7529     1.51806     1.45408  0.00673909
        7530     1.52063     1.45408   0.0067382
        7531     1.52483     1.45409  0.00673731
        7532     1.52943      1.4541  0.00673642
        7533     1.53512     1.45411  0.00673554
        7534      1.5409     1.45413  0.00673465
        7535      1.5477     1.45414  0.00673377
        7536     1.55546     1.45415  0.00673289
        7537      1.5634     1.45417  0.00673201
        7538     1.57242     1.45418  0.00673114
        7539     1.58148      1.4542  0.00673027
        7540     1.59148     1.45422   0.0067294
        7541     1.60112     1.45424  0.00672853
        7542     1.61202     1.45426  0.00672767
        7543     1.62263     1.45428  0.00672682
        7544     1.63288      1.4543  0.00672597
        7545     1.64387     1.45433  0.00672513
        7546     1.65431     1.45436  0.00672429
        7547     1.66532     1.45438  0.00672345
        7548     1.67561     1.45441  0.00672263
        7549     1.68559     1.45444  0.00672181
        7550     1.69491     1.45447  0.00672099
        7551     1.70496     1.45451  0.00672018
        7552      1.7135     1.45454  0.00671938
        7553     1.72167     1.45458  0.00671858
        7554     1.72917     1.45461  0.00671779
        7555     1.73523     1.45465  0.00671701
        7556     1.74222     1.45469  0.00671622
        7557      1.7477     1.45473  0.00671545
        7558     1.75165     1.45477  0.00671467
        7559     1.75505     1.45481   0.0067139
        7560     1.75764     1.45485  0.00671314
        7561     1.75872     1.45489  0.00671237
        7562     1.76001     1.45493   0.0067116
        7563     1.76034     1.45497  0.00671084
        7564        1.76     1.45501  0.00671007
        7565     1.75883     1.45505   0.0067093
        7566     1.75689     1.45509  0.00670853
        7567     1.75499     1.45513  0.00670776
        7568     1.75275     1.45517  0.00670699
        7569     1.75001     1.45521  0.00670622
        7570     1.74713     1.45524  0.00670545
        7571      1.7454     1.45528  0.00670467
        7572     1.74326     1.45532  0.00670389
        7573     1.74058     1.45536  0.00670311
        7574     1.73842      1.4554  0.00670233
        7575     1.73713     1.45543  0.00670155
        7576     1.73535     1.45547  0.00670077
        7577     1.73534     1.45551  0.00669998
        7578     1.73645     1.45554   0.0066992
        7579     1.73755     1.45558  0.00669842
        7580      1.7399     1.45562  0.00669764
        7581     1.74112     1.45566  0.00669687
        7582     1.74414     1.45569  0.00669609
        7583     1.74824     1.45573  0.00669532
        7584     1.75269     1.45577  0.00669455
        7585     1.75821     1.45581  0.00669379
        7586     1.76499     1.45585  0.00669303
        7587      1.7718     1.45589  0.00669228
        7588     1.77976     1.45594  0.00669153
        7589     1.78833     1.45598  0.00669079
        7590     1.79718     1.45603  0.00669006
        7591     1.80718     1.45607  0.00668934
        7592     1.81774     1.45612  0.00668863
        7593     1.82805     1.45617  0.00668793
        7594     1.83774     1.45622  0.00668724
        7595     1.84695     1.45627  0.00668655
        7596     1.85725     1.45632  0.00668588
        7597     1.86781     1.45638  0.00668522
        7598     1.87853     1.45643  0.00668457
        7599     1.88811     1.45649  0.00668393
        7600     1.89598     1.45655   0.0066833
        7601     1.90349     1.45661  0.00668268
        7602     1.91057     1.45667  0.00668207
        7603     1.91838     1.45673  0.00668147
        7604     1.92468     1.45679  0.00668087
        7605     1.92993     1.45685  0.00668028
        7606      1.9341     1.45691   0.0066797
        7607     1.93789     1.45698  0.00667912
        7608     1.94032     1.45704  0.00667855
        7609     1.94188      1.4571  0.00667797
        7610     1.94234     1.45717   0.0066774
        7611     1.94267     1.45723  0.00667683
        7612     1.94193      1.4573  0.00667625
        7613     1.94038     1.45736  0.00667568
        7614     1.93877     1.45742   0.0066751
        7615     1.93593     1.45749  0.00667452
        7616     1.93189     1.45755  0.00667393
        7617     1.92764     1.45761  0.00667334
        7618     1.92198     1.45767  0.00667274
        7619     1.91568     1.45773  0.00667214
        7620     1.90851     1.45779  0.00667153
        7621      1.9012     1.45785   0.0066709
        7622     1.89327      1.4579  0.00667027
        7623     1.88451     1.45796  0.00666963
        7624     1.87538     1.45802  0.00666898
        7625      1.8659     1.45807  0.00666832
        7626     1.85582     1.45812  0.00666765
        7627      1.8449     1.45817  0.00666697
        7628     1.83266     1.45822  0.00666628
        7629     1.82032     1.45827  0.00666557
        7630     1.80837     1.45831  0.00666486
        7631     1.79585     1.45836  0.00666413
        7632      1.7816      1.4584  0.00666339
        7633     1.76757     1.45844  0.00666264
        7634     1.75382     1.45848  0.00666188
        7635     1.73943     1.45852  0.00666111
        7636     1.72422     1.45855  0.00666033
        7637     1.70803     1.45858  0.00665954
        7638      1.6919     1.45861  0.00665874
        7639      1.6752     1.45864  0.00665792
        7640     1.65946     1.45867  0.00665711
        7641     1.64331     1.45869  0.00665628
        7642     1.62758     1.45872  0.00665544
        7643     1.61211     1.45874   0.0066546
        7644     1.59673     1.45875  0.00665376
        7645     1.58152     1.45877  0.00665291
        7646     1.56727     1.45878  0.00665205
        7647     1.55355      1.4588  0.00665119
        7648     1.53993     1.45881  0.00665033
        7649     1.52836     1.45882  0.00664947
        7650     1.51695     1.45882   0.0066486
        7651     1.50596     1.45883  0.00664774
        7652     1.49541     1.45883  0.00664687
        7653     1.48528     1.45884    0.006646
        7654     1.47606     1.45884  0.00664513
        7655     1.46726     1.45884  0.00664427
        7656     1.45958     1.45884   0.0066434
        7657     1.45205     1.45884  0.00664253
        7658     1.44514     1.45884  0.00664166
        7659     1.43811     1.45884   0.0066408
        7660     1.43213     1.45883  0.00663993
        7661     1.42721     1.45883  0.00663907
        7662     1.42284     1.45882   0.0066382
        7663     1.41902     1.45882  0.00663734
        7664     1.41597     1.45881  0.00663647
        7665     1.41299     1.45881  0.00663561
        7666     1.41077      1.4588  0.00663475
        7667      1.4086     1.45879  0.00663389
        7668     1.40769     1.45879  0.00663302
        7669     1.40707     1.45878  0.00663216
        7670      1.4065     1.45877   0.0066313
        7671      1.4072     1.45877  0.00663044
        7672     1.40819     1.45876  0.00662958
        7673     1.40997     1.45875  0.00662872
        7674     1.41157     1.45875  0.00662786
        7675     1.41371     1.45874    0.006627
        7676     1.41687     1.45874  0.00662613
        7677     1.42031     1.45873  0.00662527
        7678     1.42451     1.45873  0.00662441
        7679     1.42969     1.45872  0.00662355
        7680     1.43463     1.45872  0.00662269
        7681     1.44075     1.45872  0.00662183
        7682     1.44635     1.45872  0.00662097
        7683     1.45309     1.45872   0.0066201
        7684     1.45949     1.45872  0.00661924
        7685       1.466     1.45872  0.00661838
        7686     1.47357     1.45872  0.00661752
        7687     1.48119     1.45872  0.00661666
        7688     1.48885     1.45873   0.0066158
        7689     1.49723     1.45873  0.00661494
        7690     1.50583     1.45874  0.00661408
        7691     1.51535     1.45874  0.00661323
        7692     1.52528     1.45875  0.00661237
        7693     1.53391     1.45876  0.00661152
        7694     1.54363     1.45877  0.00661067
        7695     1.55468     1.45879  0.00660982
        7696      1.5639      1.4588  0.00660898
        7697     1.57346     1.45881  0.00660814
        7698     1.58333     1.45883   0.0066073
        7699      1.5935     1.45885  0.00660646
        7700     1.60275     1.45887  0.00660563
        7701     1.61346     1.45889  0.00660481
        7702     1.62392     1.45891  0.00660398
        7703      1.6336     1.45893  0.00660316
        7704     1.64344     1.45896  0.00660235
        7705     1.65312     1.45898  0.00660154
        7706     1.66283     1.45901  0.00660074
        7707     1.67153     1.45903  0.00659994
        7708     1.67984     1.45906  0.00659915
        7709     1.68793     1.45909  0.00659836
        7710     1.69592     1.45912  0.00659757
        7711     1.70227     1.45915  0.00659679
        7712     1.70808     1.45919  0.00659601
        7713     1.71324     1.45922  0.00659524
        7714      1.7184     1.45925  0.00659447
        7715     1.72107     1.45929  0.00659371
        7716     1.72311     1.45932  0.00659294
        7717     1.72379     1.45936  0.00659217
        7718     1.72356     1.45939  0.00659141
        7719     1.72246     1.45942  0.00659064
        7720     1.71957     1.45946  0.00658988
        7721     1.71736     1.45949  0.00658911
        7722      1.7128     1.45952  0.00658833
        7723     1.70771     1.45956  0.00658756
        7724     1.70197     1.45959  0.00658678
        7725     1.69598     1.45962    0.006586
        7726     1.68987     1.45965  0.00658522
        7727     1.68237     1.45968  0.00658443
        7728     1.67482      1.4597  0.00658363
        7729     1.66832     1.45973  0.00658284
        7730     1.66132     1.45976  0.00658204
        7731     1.65488     1.45978  0.00658123
        7732     1.64911     1.45981  0.00658043
        7733     1.64406     1.45983  0.00657962
        7734     1.63932     1.45985  0.00657881
        7735     1.63563     1.45988    0.006578
        7736     1.63158      1.4599  0.00657719
        7737     1.62909     1.45992  0.00657637
        7738     1.62742     1.45994  0.00657556
        7739     1.62509     1.45996  0.00657474
        7740     1.62375     1.45999  0.00657393
        7741      1.6231     1.46001  0.00657311
        7742     1.62309     1.46003   0.0065723
        7743     1.62243     1.46005  0.00657148
        7744     1.62251     1.46007  0.00657067
        7745     1.62325     1.46009  0.00656985
        7746     1.62361     1.46011  0.00656904
        7747     1.62401     1.46013  0.00656822
        7748     1.62484     1.46015  0.00656741
        7749     1.62556     1.46018   0.0065666
        7750     1.62563      1.4602  0.00656579
        7751     1.62547     1.46022  0.00656497
        7752     1.62575     1.46024  0.00656416
        7753     1.62497     1.46026  0.00656335
        7754     1.62285     1.46028  0.00656254
        7755     1.62106      1.4603  0.00656172
